,myID,0,1
242,ENSG00000184009,0.006834833,0.9931652
2270,ENSG00000070831,0.014067075,0.98593295
9997,ENSG00000081237,0.014217045,0.985783
6973,ENSG00000188906,0.016983997,0.98301595
2978,ENSG00000118260,0.020947522,0.9790525
8041,ENSG00000149294,0.02234616,0.97765386
7895,ENSG00000172936,0.022673488,0.9773265
6186,ENSG00000187608,0.022867719,0.9771323
4838,ENSG00000010810,0.02568664,0.9743133
6219,ENSG00000150093,0.025799524,0.9742004
4724,ENSG00000170345,0.025810126,0.9741899
9568,ENSG00000186951,0.027589701,0.9724103
13506,ENSG00000136810,0.028380906,0.97161907
6216,ENSG00000169896,0.030886639,0.96911335
6221,ENSG00000160255,0.032252956,0.96774703
5836,ENSG00000204389,0.032882866,0.96711713
13559,ENSG00000150991,0.03298308,0.9670169
2374,ENSG00000172216,0.033069365,0.9669306
5495,ENSG00000101336,0.03310003,0.96689993
13558,ENSG00000170315,0.033148352,0.96685165
5844,ENSG00000109971,0.03363448,0.9663655
2246,ENSG00000153563,0.033786606,0.96621335
2116,ENSG00000134057,0.034251984,0.96574795
10554,ENSG00000135828,0.03556103,0.964439
6222,ENSG00000259207,0.035563976,0.96443605
3155,ENSG00000107562,0.03579138,0.96420866
5416,ENSG00000179240,0.036308046,0.96369195
1248,ENSG00000151929,0.03675477,0.9632452
814,ENSG00000142192,0.036954466,0.96304554
3197,ENSG00000172115,0.037158243,0.96284175
5508,ENSG00000094631,0.037433654,0.9625664
4072,ENSG00000142627,0.03744018,0.96255976
12169,ENSG00000126561,0.037702426,0.96229756
1308,ENSG00000171552,0.03951759,0.9604824
4744,ENSG00000150907,0.040247403,0.9597526
10764,ENSG00000143947,0.04061917,0.95938087
4812,ENSG00000140564,0.040931188,0.9590688
6677,ENSG00000185896,0.041449647,0.95855033
2115,ENSG00000145386,0.042499736,0.9575003
6261,ENSG00000105639,0.04304808,0.9569519
2105,ENSG00000277632,0.04407969,0.95592034
7874,ENSG00000157601,0.044210587,0.95578945
5356,ENSG00000104687,0.046195466,0.9538045
4998,ENSG00000131095,0.04692045,0.9530795
3111,ENSG00000164733,0.047020268,0.95297974
714,ENSG00000182718,0.04742303,0.95257694
3822,ENSG00000078401,0.047693595,0.9523064
240,ENSG00000107796,0.047981817,0.9520182
2304,ENSG00000179776,0.04851322,0.9514868
7044,ENSG00000254087,0.048557255,0.9514428
22,ENSG00000165029,0.0487287,0.95127136
3838,ENSG00000167658,0.04877943,0.9512205
11890,ENSG00000142168,0.048814982,0.95118505
12739,ENSG00000104067,0.04887735,0.95112264
399,ENSG00000081051,0.049407374,0.95059264
5780,ENSG00000165704,0.049635325,0.9503647
8219,ENSG00000077150,0.049678978,0.950321
2218,ENSG00000101017,0.04993766,0.95006233
10163,ENSG00000128340,0.051069733,0.94893026
9591,ENSG00000108179,0.05171542,0.94828457
6735,ENSG00000130164,0.05214427,0.9478558
1057,ENSG00000162772,0.05287597,0.947124
1844,ENSG00000179218,0.05293836,0.94706166
5854,ENSG00000144381,0.055144664,0.94485533
2595,ENSG00000213341,0.05523293,0.94476706
1937,ENSG00000121691,0.056362268,0.94363767
13582,ENSG00000177889,0.056449752,0.9435502
12492,ENSG00000183735,0.056482818,0.9435172
8235,ENSG00000134259,0.056554295,0.9434457
6526,ENSG00000157404,0.05662615,0.94337386
1497,ENSG00000010671,0.056651983,0.94334793
3829,ENSG00000156508,0.056894258,0.94310576
5845,ENSG00000113013,0.056918707,0.94308126
13545,ENSG00000221983,0.057889976,0.94211
6061,ENSG00000166333,0.05861203,0.941388
6218,ENSG00000140678,0.058771376,0.9412287
5975,ENSG00000146674,0.06030361,0.93969643
451,ENSG00000204472,0.060448196,0.93955183
6100,ENSG00000168918,0.060717855,0.9392821
8600,ENSG00000135114,0.061409846,0.9385902
13831,ENSG00000164944,0.06167941,0.93832064
12761,ENSG00000174125,0.061713092,0.9382869
9343,ENSG00000197943,0.06210734,0.9378927
8361,ENSG00000164867,0.062273443,0.93772656
6718,ENSG00000182866,0.062290475,0.9377095
709,ENSG00000166825,0.062514104,0.9374859
3330,ENSG00000175197,0.0629985,0.9370015
9246,ENSG00000145675,0.063155755,0.9368442
3551,ENSG00000069345,0.063424036,0.93657595
5837,ENSG00000204388,0.06385385,0.93614614
12051,ENSG00000072310,0.06414562,0.9358544
13542,ENSG00000126261,0.06418727,0.9358127
13522,ENSG00000105397,0.064259246,0.93574077
12640,ENSG00000106799,0.06438359,0.93561643
13804,ENSG00000162692,0.06455599,0.93544406
2159,ENSG00000163468,0.064598955,0.935401
6210,ENSG00000091409,0.0648574,0.93514264
5660,ENSG00000184678,0.06503531,0.93496466
3134,ENSG00000036257,0.06558562,0.9344144
11406,ENSG00000113558,0.065848,0.934152
9878,ENSG00000143106,0.06598001,0.93402
10335,ENSG00000168214,0.06641063,0.9335894
3194,ENSG00000165168,0.066414915,0.9335851
12637,ENSG00000092969,0.06668525,0.93331474
10768,ENSG00000149273,0.0667918,0.93320817
10524,ENSG00000183421,0.06700488,0.9329951
3475,ENSG00000100697,0.067556545,0.9324435
4628,ENSG00000000938,0.06763556,0.93236446
2373,ENSG00000245848,0.06806999,0.93193
6157,ENSG00000184216,0.06839394,0.9316061
13473,ENSG00000104833,0.06846469,0.9315353
3034,ENSG00000164400,0.06864593,0.9313541
11800,ENSG00000019549,0.06879551,0.9312045
2496,ENSG00000172757,0.069077484,0.9309225
6423,ENSG00000132510,0.06948398,0.930516
9889,ENSG00000204264,0.06978799,0.930212
10772,ENSG00000137154,0.06987587,0.9301241
10874,ENSG00000124813,0.0701401,0.9298599
5651,ENSG00000274618,0.07014872,0.9298513
12639,ENSG00000120708,0.07018836,0.92981166
8360,ENSG00000007171,0.07020484,0.92979515
9592,ENSG00000138398,0.07022691,0.9297731
12647,ENSG00000198959,0.07061507,0.92938495
10648,ENSG00000134318,0.07061629,0.9293837
13046,ENSG00000118503,0.07087136,0.92912865
7149,ENSG00000095015,0.071342304,0.92865765
4178,ENSG00000134954,0.07137842,0.9286216
1930,ENSG00000132906,0.07139568,0.9286043
4025,ENSG00000106991,0.07179792,0.92820203
7884,ENSG00000118513,0.07251355,0.9274865
14118,ENSG00000108953,0.07302675,0.9269733
2178,ENSG00000177455,0.0733064,0.92669356
5997,ENSG00000269335,0.07337944,0.9266206
4092,ENSG00000136628,0.07348136,0.9265186
2266,ENSG00000099804,0.07410635,0.92589366
10475,ENSG00000143878,0.07417932,0.9258207
6631,ENSG00000111057,0.07460774,0.9253922
2124,ENSG00000105173,0.074946694,0.92505336
9869,ENSG00000080815,0.07522211,0.9247779
13807,ENSG00000165280,0.075376354,0.9246236
7005,ENSG00000226979,0.07540091,0.92459905
6794,ENSG00000131042,0.07559506,0.9244049
9585,ENSG00000196262,0.07566945,0.9243306
5830,ENSG00000096384,0.075858645,0.92414135
12582,ENSG00000120156,0.076112084,0.9238879
11228,ENSG00000099995,0.07634374,0.9236563
3828,ENSG00000074266,0.07681574,0.9231843
14041,ENSG00000198373,0.07740231,0.9225977
721,ENSG00000265190,0.07769506,0.9223049
12663,ENSG00000178726,0.07790233,0.9220977
4674,ENSG00000196924,0.07846278,0.9215372
8432,ENSG00000123358,0.07850672,0.9214933
5843,ENSG00000173110,0.0785356,0.92146444
8158,ENSG00000129559,0.07899669,0.9210033
2118,ENSG00000157456,0.079113826,0.9208862
5504,ENSG00000196591,0.07944922,0.92055076
11330,ENSG00000164690,0.07958064,0.92041934
7283,ENSG00000100297,0.07960762,0.92039233
3132,ENSG00000055130,0.07972917,0.92027086
5831,ENSG00000166598,0.079814576,0.9201854
14020,ENSG00000114251,0.07982992,0.92017007
8430,ENSG00000113580,0.08003713,0.9199629
14117,ENSG00000166913,0.08015491,0.9198451
12768,ENSG00000196664,0.08031689,0.9196831
8847,ENSG00000115687,0.080541246,0.9194588
6215,ENSG00000005844,0.080730975,0.919269
11051,ENSG00000115884,0.080792636,0.9192074
10479,ENSG00000155366,0.08095831,0.9190417
2283,ENSG00000094804,0.08111458,0.91888547
12168,ENSG00000138378,0.08124852,0.9187515
4663,ENSG00000096060,0.08126707,0.91873294
8220,ENSG00000100906,0.08144696,0.91855305
7893,ENSG00000134323,0.081659675,0.9183404
6772,ENSG00000139292,0.081831954,0.91816807
2197,ENSG00000178562,0.08225732,0.91774267
2825,ENSG00000187498,0.08261025,0.91738975
1920,ENSG00000137752,0.0828729,0.9171271
9759,ENSG00000163932,0.08289826,0.91710174
9008,ENSG00000100311,0.0834592,0.9165408
13907,ENSG00000015285,0.083585516,0.9164145
16,ENSG00000157426,0.083861426,0.9161385
9362,ENSG00000105559,0.08462004,0.91537994
7204,ENSG00000186868,0.08501147,0.9149885
14092,ENSG00000176105,0.08520298,0.914797
7356,ENSG00000081189,0.08533538,0.9146646
4605,ENSG00000113578,0.085626446,0.9143736
9124,ENSG00000102144,0.085741185,0.9142588
9881,ENSG00000008018,0.0862135,0.91378653
13928,ENSG00000128815,0.08633429,0.9136657
2352,ENSG00000100526,0.08650195,0.91349804
1395,ENSG00000125845,0.08689861,0.91310143
4053,ENSG00000163508,0.08699331,0.9130067
9966,ENSG00000120899,0.087010615,0.9129894
11390,ENSG00000077463,0.08709721,0.9129028
7267,ENSG00000076706,0.08848904,0.91151094
9890,ENSG00000240065,0.08873149,0.9112685
7181,ENSG00000185386,0.088834874,0.9111651
3225,ENSG00000142871,0.0891838,0.9108162
3038,ENSG00000119535,0.08928535,0.9107146
12764,ENSG00000164342,0.08937348,0.91062653
13515,ENSG00000265972,0.090050876,0.9099491
10558,ENSG00000115963,0.090612,0.909388
1316,ENSG00000113916,0.09079907,0.90920097
13578,ENSG00000078140,0.09111348,0.90888655
8204,ENSG00000131196,0.09141212,0.9085879
1079,ENSG00000057663,0.091751195,0.9082488
9721,ENSG00000117592,0.09181941,0.9081806
5998,ENSG00000185811,0.09209507,0.907905
7899,ENSG00000133392,0.09210899,0.90789104
3905,ENSG00000172071,0.09211585,0.9078841
4879,ENSG00000116717,0.092196524,0.90780354
8218,ENSG00000109320,0.092335746,0.90766424
2616,ENSG00000122966,0.0926147,0.9073853
9331,ENSG00000122861,0.09264259,0.9073574
3738,ENSG00000138166,0.092665344,0.9073346
7163,ENSG00000135341,0.09273975,0.90726024
11839,ENSG00000100028,0.09283037,0.9071696
9716,ENSG00000117450,0.09322878,0.90677124
9571,ENSG00000109819,0.09352608,0.90647393
1047,ENSG00000119778,0.09355041,0.90644956
9891,ENSG00000100764,0.09357346,0.9064265
3554,ENSG00000132002,0.09382311,0.9061769
3503,ENSG00000132535,0.0941146,0.9058854
5743,ENSG00000104824,0.0941405,0.90585953
13133,ENSG00000163781,0.094583794,0.9054162
1401,ENSG00000101144,0.094663344,0.9053367
9909,ENSG00000103035,0.09566034,0.9043397
13198,ENSG00000131323,0.095728844,0.9042712
3165,ENSG00000163464,0.09574464,0.90425533
5653,ENSG00000197238,0.096011356,0.90398866
7138,ENSG00000140941,0.09620446,0.90379554
2144,ENSG00000163823,0.0962481,0.9037519
13560,ENSG00000213886,0.09657021,0.9034298
13965,ENSG00000103091,0.09668371,0.9033163
13065,ENSG00000067182,0.09704746,0.90295255
186,ENSG00000157766,0.09704803,0.902952
9717,ENSG00000167815,0.09712674,0.9028733
7463,ENSG00000101752,0.09730546,0.9026946
11391,ENSG00000187531,0.097534135,0.9024658
3369,ENSG00000107201,0.09762367,0.90237635
12001,ENSG00000197471,0.09781404,0.902186
11270,ENSG00000118515,0.09843797,0.90156204
5838,ENSG00000204390,0.09858615,0.90141386
3164,ENSG00000138755,0.09874464,0.90125537
10136,ENSG00000144566,0.09893285,0.90106714
13631,ENSG00000154277,0.099265635,0.90073436
5652,ENSG00000158406,0.09937224,0.9006278
8748,ENSG00000185624,0.09963561,0.9003644
4562,ENSG00000150337,0.10018001,0.89982
9615,ENSG00000172531,0.100298606,0.8997014
9589,ENSG00000171497,0.10097013,0.8990299
3033,ENSG00000182578,0.10149909,0.8985009
5646,ENSG00000278637,0.10160395,0.898396
12044,ENSG00000161011,0.10161482,0.8983852
9798,ENSG00000110107,0.101701945,0.898298
6256,ENSG00000101384,0.101782255,0.89821774
4609,ENSG00000129682,0.101932414,0.8980676
8428,ENSG00000185551,0.10224792,0.8977521
7262,ENSG00000197971,0.10244472,0.89755523
5648,ENSG00000197061,0.102667205,0.89733285
7224,ENSG00000166986,0.10286408,0.8971359
10377,ENSG00000162924,0.10295118,0.8970488
4606,ENSG00000070193,0.102965474,0.8970346
12769,ENSG00000101916,0.10308861,0.8969114
6109,ENSG00000171105,0.10312558,0.89687437
3930,ENSG00000161960,0.10328133,0.8967186
12498,ENSG00000112592,0.103448756,0.8965512
10745,ENSG00000142534,0.10350218,0.8964978
0,ENSG00000175899,0.10352471,0.89647526
3837,ENSG00000254772,0.10407174,0.89592826
13902,ENSG00000110799,0.10431779,0.8956822
502,ENSG00000117020,0.1046789,0.89532113
2248,ENSG00000010278,0.10468488,0.8953152
7920,ENSG00000142347,0.10486453,0.89513546
14127,ENSG00000115085,0.10495635,0.8950437
3726,ENSG00000081721,0.10515261,0.89484733
2125,ENSG00000175305,0.105258405,0.8947416
10162,ENSG00000136238,0.105327345,0.8946727
12549,ENSG00000120438,0.1054286,0.89457136
3565,ENSG00000077232,0.10555854,0.8944415
5449,ENSG00000085382,0.10581173,0.8941883
9673,ENSG00000149923,0.10594573,0.8940543
2163,ENSG00000135624,0.10617506,0.89382493
2158,ENSG00000166226,0.106226906,0.8937731
4080,ENSG00000196411,0.106307454,0.89369255
7285,ENSG00000166508,0.10633761,0.89366245
2107,ENSG00000275302,0.10639864,0.89360136
1372,ENSG00000110330,0.106625386,0.8933746
10727,ENSG00000089157,0.10664012,0.8933599
9016,ENSG00000167004,0.106685355,0.89331466
9951,ENSG00000171522,0.10677785,0.89322215
199,ENSG00000159640,0.1070773,0.89292276
7195,ENSG00000050748,0.10803474,0.89196527
13813,ENSG00000111424,0.10804049,0.8919595
1713,ENSG00000244731,0.108550966,0.89144903
5126,ENSG00000114353,0.10856131,0.89143866
5858,ENSG00000120694,0.108981475,0.8910185
6617,ENSG00000108424,0.109089546,0.89091045
3949,ENSG00000158417,0.10908992,0.8909101
1404,ENSG00000107779,0.10931658,0.8906834
11194,ENSG00000135919,0.1096565,0.8903435
6208,ENSG00000115232,0.109688,0.890312
3017,ENSG00000109846,0.109797426,0.8902026
3723,ENSG00000120129,0.109904684,0.8900953
1449,ENSG00000141867,0.110468656,0.8895314
3510,ENSG00000198719,0.110682204,0.8893178
8057,ENSG00000100365,0.110887766,0.88911223
13667,ENSG00000114491,0.11130848,0.8886915
7310,ENSG00000110492,0.111462936,0.8885371
8076,ENSG00000196498,0.11188731,0.8881127
4933,ENSG00000179348,0.11189493,0.8881051
10484,ENSG00000126785,0.112035915,0.8879641
12694,ENSG00000116001,0.11241696,0.887583
2835,ENSG00000142156,0.112430036,0.88756996
9992,ENSG00000111679,0.112590775,0.8874092
244,ENSG00000136518,0.112739,0.88726103
1646,ENSG00000173372,0.1128149,0.8871851
4594,ENSG00000182511,0.11293091,0.88706905
5506,ENSG00000068024,0.11335019,0.88664985
6727,ENSG00000136167,0.11354824,0.8864518
9903,ENSG00000115233,0.1138842,0.8861158
1896,ENSG00000198286,0.1142642,0.8857358
3153,ENSG00000169245,0.11434695,0.885653
6232,ENSG00000113263,0.114347264,0.8856527
2615,ENSG00000114737,0.114405565,0.8855945
13214,ENSG00000126602,0.11478248,0.8852175
5870,ENSG00000197386,0.11485622,0.88514376
834,ENSG00000109321,0.11490243,0.88509756
11198,ENSG00000149257,0.11514085,0.88485914
4566,ENSG00000203747,0.11572216,0.8842778
12494,ENSG00000101849,0.115764745,0.88423526
632,ENSG00000167772,0.11582668,0.88417333
2826,ENSG00000134871,0.11588068,0.8841193
3367,ENSG00000111364,0.11590046,0.88409954
11323,ENSG00000160691,0.115953445,0.8840466
1080,ENSG00000197548,0.11614131,0.8838587
6481,ENSG00000138160,0.11624015,0.88375986
3253,ENSG00000196730,0.11627198,0.883728
10081,ENSG00000103769,0.11637349,0.8836265
3032,ENSG00000184371,0.11640631,0.8835937
2498,ENSG00000003402,0.11657334,0.8834266
5135,ENSG00000172354,0.116607964,0.8833921
4653,ENSG00000141756,0.11666847,0.88333154
5000,ENSG00000162676,0.116825454,0.88317454
9875,ENSG00000106588,0.116904244,0.8830958
378,ENSG00000169252,0.11699298,0.883007
8302,ENSG00000239672,0.11705289,0.8829471
8232,ENSG00000120837,0.11711186,0.88288814
7542,ENSG00000196549,0.117282994,0.88271695
8611,ENSG00000197822,0.1175605,0.8824395
5130,ENSG00000156052,0.117571205,0.8824288
8332,ENSG00000167207,0.11798047,0.8820195
9897,ENSG00000100519,0.117988214,0.8820118
9240,ENSG00000078142,0.11822783,0.88177216
13196,ENSG00000056558,0.11853393,0.88146603
2651,ENSG00000184113,0.118628,0.881372
5647,ENSG00000278705,0.118636444,0.8813636
766,ENSG00000120868,0.118716255,0.88128376
11193,ENSG00000106366,0.11880675,0.8811932
5857,ENSG00000142798,0.11896621,0.8810338
6972,ENSG00000154237,0.11921643,0.88078356
5078,ENSG00000106571,0.11923009,0.8807699
9617,ENSG00000186298,0.11924476,0.8807553
4074,ENSG00000116106,0.11973636,0.8802636
1702,ENSG00000125730,0.119807996,0.880192
4844,ENSG00000174804,0.12004101,0.879959
13602,ENSG00000102178,0.120866746,0.8791332
8496,ENSG00000135318,0.12090879,0.87909114
3124,ENSG00000085733,0.12092194,0.87907803
6498,ENSG00000137807,0.12109904,0.87890095
4657,ENSG00000088832,0.12126072,0.8787393
8825,ENSG00000116288,0.12127008,0.87872994
10166,ENSG00000204628,0.12148208,0.8785179
10483,ENSG00000168421,0.121660836,0.8783391
11910,ENSG00000100146,0.12193538,0.87806463
3937,ENSG00000187840,0.12212144,0.8778786
4731,ENSG00000176692,0.122290194,0.8777098
1356,ENSG00000182492,0.12245693,0.87754303
3121,ENSG00000163131,0.12257822,0.8774218
12763,ENSG00000137462,0.122736335,0.87726367
12692,ENSG00000154096,0.122873954,0.87712604
9055,ENSG00000089220,0.12299588,0.87700415
14019,ENSG00000162552,0.12311994,0.87688005
8075,ENSG00000141027,0.12323916,0.87676084
7190,ENSG00000166484,0.12337389,0.8766261
10001,ENSG00000142949,0.12382946,0.8761705
6804,ENSG00000106683,0.12386173,0.8761383
3355,ENSG00000215301,0.12415824,0.8758418
1189,ENSG00000178999,0.12438831,0.8756117
3159,ENSG00000081041,0.12443111,0.8755689
8415,ENSG00000122585,0.12464028,0.8753597
12170,ENSG00000173757,0.12521073,0.87478924
5839,ENSG00000126803,0.12526557,0.8747344
5935,ENSG00000185745,0.12544231,0.8745576
13066,ENSG00000028137,0.12548919,0.87451077
210,ENSG00000100412,0.12552291,0.8744771
1241,ENSG00000186318,0.12612015,0.87387985
13828,ENSG00000146469,0.12652671,0.8734733
9879,ENSG00000100902,0.12662537,0.8733746
3658,ENSG00000197635,0.12681969,0.8731804
5674,ENSG00000160883,0.12698618,0.87301385
6137,ENSG00000133704,0.12699358,0.87300646
9332,ENSG00000011422,0.12712637,0.87287366
13562,ENSG00000119048,0.12738575,0.87261426
13757,ENSG00000111667,0.12743136,0.87256867
6172,ENSG00000185507,0.12757835,0.8724217
5125,ENSG00000127955,0.12761776,0.8723823
2231,ENSG00000135404,0.12764941,0.87235063
6742,ENSG00000138795,0.12769987,0.8723001
12239,ENSG00000103266,0.12783493,0.8721651
6010,ENSG00000169194,0.12784559,0.87215436
13072,ENSG00000049249,0.12798895,0.872011
12537,ENSG00000196628,0.12806526,0.8719347
10174,ENSG00000051180,0.12811129,0.8718887
9508,ENSG00000068654,0.12827732,0.8717227
10339,ENSG00000100387,0.12871867,0.8712813
3084,ENSG00000102974,0.12886731,0.8711327
2146,ENSG00000121807,0.12890454,0.8710955
13077,ENSG00000102524,0.12901211,0.8709879
11892,ENSG00000109610,0.12922645,0.8707736
9876,ENSG00000100567,0.12931807,0.870682
13472,ENSG00000258947,0.12932503,0.87067497
3056,ENSG00000173546,0.12944749,0.8705525
2334,ENSG00000105810,0.13021058,0.8697894
2172,ENSG00000177575,0.13024613,0.86975384
9961,ENSG00000095303,0.13043033,0.86956966
13612,ENSG00000160803,0.1304494,0.86955065
2816,ENSG00000108821,0.13076855,0.86923146
5437,ENSG00000164032,0.13112307,0.86887693
14121,ENSG00000134308,0.13114506,0.86885494
5866,ENSG00000166033,0.1317875,0.8682125
8188,ENSG00000132688,0.13192248,0.8680775
1871,ENSG00000127022,0.13308701,0.866913
10036,ENSG00000073008,0.1332134,0.8667866
2953,ENSG00000119203,0.13329326,0.8667067
14123,ENSG00000100811,0.1335467,0.8664533
11339,ENSG00000182199,0.13375293,0.86624706
9012,ENSG00000113721,0.13387187,0.86612815
3015,ENSG00000008405,0.1339909,0.86600906
11386,ENSG00000068903,0.13415533,0.86584467
1289,ENSG00000050820,0.13417827,0.8658217
1375,ENSG00000115760,0.13425155,0.8657484
13168,ENSG00000140416,0.13436629,0.86563367
420,ENSG00000123908,0.1348711,0.8651289
7237,ENSG00000007264,0.1349057,0.8650943
10209,ENSG00000153201,0.13495106,0.865049
6539,ENSG00000129911,0.13515367,0.8648463
12766,ENSG00000187554,0.1353887,0.86461127
5103,ENSG00000135821,0.13560206,0.8643979
8055,ENSG00000158517,0.13560583,0.8643942
7545,ENSG00000196611,0.13570608,0.864294
6214,ENSG00000083457,0.13573717,0.8642628
3913,ENSG00000134001,0.13588004,0.86411995
6055,ENSG00000168685,0.13598043,0.8640195
2659,ENSG00000172322,0.13610148,0.8638985
13547,ENSG00000182179,0.13613378,0.8638662
9906,ENSG00000159352,0.13621725,0.86378276
8358,ENSG00000089250,0.13622698,0.863773
6161,ENSG00000198001,0.13694043,0.8630595
9011,ENSG00000134853,0.13709186,0.8629081
7547,ENSG00000137745,0.13735184,0.8626481
10906,ENSG00000143546,0.13739762,0.8626024
6422,ENSG00000147050,0.1376743,0.86232567
9515,ENSG00000102978,0.13789256,0.86210746
8205,ENSG00000101096,0.13824208,0.8617579
208,ENSG00000131473,0.13836771,0.8616323
